UWI,Lat,Long,Elevation,TVD,DogLegSev,Azimuth
102/16-30-061-18W5/00,54.34048,116.71185,917.6,0,0,0
102/16-30-061-18W5/00,54.34048,116.71185,909,8.6,0,0
102/16-30-061-18W5/00,54.34048,116.71185,853.66,63.94,0.24,260.05
102/16-30-061-18W5/00,54.34048,116.71186,825.56,92.04,1.26,280.46
102/16-30-061-18W5/00,54.34048,116.71188,797.25,120.35,1.23,291.15
102/16-30-061-18W5/00,54.34049,116.7119,769.37,148.23,1.48,294.88
102/16-30-061-18W5/00,54.3405,116.71193,741.1,176.5,1.09,299.93
102/16-30-061-18W5/00,54.34051,116.71197,712.78,204.82,1.14,295.12
102/16-30-061-18W5/00,54.34052,116.71201,684.89,232.71,0.2,293.34
102/16-30-061-18W5/00,54.34053,116.71205,657.06,260.54,0.24,293.04
102/16-30-061-18W5/00,54.34054,116.71208,629.69,287.91,0.5,294.43
102/16-30-061-18W5/00,54.34055,116.71212,600.76,316.84,0.99,285.45
102/16-30-061-18W5/00,54.34055,116.71217,571.85,345.75,0.31,282.91
102/16-30-061-18W5/00,54.34056,116.71221,542.83,374.77,0.37,285.44
102/16-30-061-18W5/00,54.34057,116.71225,514.68,402.92,0.19,283.95
102/16-30-061-18W5/00,54.34058,116.71233,449.83,467.77,0.16,280.22
102/16-30-061-18W5/00,54.34058,116.7124,411.83,505.77,2.39,275.01
102/16-30-061-18W5/00,54.34058,116.71247,383.48,534.12,2.37,263.72
102/16-30-061-18W5/00,54.34057,116.71254,355.09,562.51,2.16,252.09
102/16-30-061-18W5/00,54.34056,116.71263,326.51,591.09,2.56,253.52
102/16-30-061-18W5/00,54.34054,116.71272,298.59,619.01,1.32,254.7
102/16-30-061-18W5/00,54.34053,116.71283,272.19,645.41,2.7,262.92
102/16-30-061-18W5/00,54.34052,116.71294,246.31,671.29,2.82,260.65
102/16-30-061-18W5/00,54.3405,116.71307,220.7,696.9,2.65,254.92
102/16-30-061-18W5/00,54.34048,116.7132,195.45,722.15,2.09,250.35
102/16-30-061-18W5/00,54.34045,116.71335,170.03,747.57,2.12,252.98
102/16-30-061-18W5/00,54.34042,116.7135,145.79,771.81,2.21,252.64
102/16-30-061-18W5/00,54.34039,116.71366,121.11,796.49,1.08,251.88
102/16-30-061-18W5/00,54.34036,116.71382,96.47,821.13,0.7,250.61
102/16-30-061-18W5/00,54.34033,116.71399,71.05,846.55,1.31,248.59
102/16-30-061-18W5/00,54.34022,116.71444,-2.47,920.07,0.26,246.83
102/16-30-061-18W5/00,54.34018,116.71459,-27.54,945.14,0.72,245.37
102/16-30-061-18W5/00,54.34014,116.71474,-52.26,969.86,0.7,246.94
102/16-30-061-18W5/00,54.3401,116.71489,-77.17,994.77,1.43,247.69
102/16-30-061-18W5/00,54.34007,116.71504,-102.14,1019.74,2.52,252.3
102/16-30-061-18W5/00,54.34004,116.7152,-125.9,1043.5,3.83,255.39
102/16-30-061-18W5/00,54.34002,116.71538,-150.25,1067.85,0.58,254.75
102/16-30-061-18W5/00,54.33999,116.71554,-174.66,1092.26,2.06,253.95
102/16-30-061-18W5/00,54.33996,116.7157,-199.63,1117.23,3.69,252.45
102/16-30-061-18W5/00,54.33994,116.71583,-225.08,1142.68,1.42,249.38
102/16-30-061-18W5/00,54.3399,116.71597,-249.68,1167.28,3.02,249.29
102/16-30-061-18W5/00,54.33987,116.71613,-274.37,1191.97,3.67,253.04
102/16-30-061-18W5/00,54.33984,116.7163,-298.82,1216.42,1.8,255.77
102/16-30-061-18W5/00,54.33982,116.71647,-323.45,1241.05,1.48,252.64
102/16-30-061-18W5/00,54.33979,116.71664,-347.68,1265.28,1.29,252.66
102/16-30-061-18W5/00,54.33975,116.71681,-372.17,1289.77,1.31,250.17
102/16-30-061-18W5/00,54.33971,116.71698,-396.95,1314.55,1.94,250.13
102/16-30-061-18W5/00,54.33968,116.71714,-421.25,1338.85,2.51,248.58
102/16-30-061-18W5/00,54.33965,116.71728,-446.37,1363.97,0.84,247.84
102/16-30-061-18W5/00,54.33962,116.71742,-470.8,1388.4,1.85,247.65
102/16-30-061-18W5/00,54.33958,116.71754,-496.21,1413.81,1.24,245.84
102/16-30-061-18W5/00,54.33955,116.71768,-521.73,1439.33,2.85,252.08
102/16-30-061-18W5/00,54.33953,116.71782,-546.94,1464.54,0.88,249.85
102/16-30-061-18W5/00,54.33949,116.71796,-572.12,1489.72,1.69,246.95
102/16-30-061-18W5/00,54.33945,116.7181,-597.16,1514.76,1.56,243.63
102/16-30-061-18W5/00,54.33941,116.71825,-621.9,1539.5,1.81,244.68
102/16-30-061-18W5/00,54.33937,116.7184,-646.63,1564.23,1.03,246.76
102/16-30-061-18W5/00,54.33933,116.71856,-671.42,1589.02,1.94,247.91
102/16-30-061-18W5/00,54.3393,116.7187,-696.43,1614.03,1.45,245.06
102/16-30-061-18W5/00,54.33926,116.71885,-721.48,1639.08,1.59,247.91
102/16-30-061-18W5/00,54.33923,116.719,-746.38,1663.98,0.09,248.09
102/16-30-061-18W5/00,54.33919,116.71915,-771.01,1688.61,2.12,250.18
102/16-30-061-18W5/00,54.33916,116.71933,-795.43,1713.03,3.14,253.92
102/16-30-061-18W5/00,54.33913,116.71952,-819.85,1737.45,1.56,254.19
102/16-30-061-18W5/00,54.33909,116.7197,-842.95,1760.55,0.62,253.1
102/16-30-061-18W5/00,54.33906,116.71989,-866.71,1784.31,1.34,251.92
102/16-30-061-18W5/00,54.33903,116.72006,-890.69,1808.29,0.74,251.19
102/16-30-061-18W5/00,54.33899,116.72024,-914.89,1832.49,2.26,247.1
102/16-30-061-18W5/00,54.33894,116.72042,-938.87,1856.47,1.13,245.6
102/16-30-061-18W5/00,54.3389,116.72058,-963.02,1880.62,1.03,244.97
102/16-30-061-18W5/00,54.33885,116.72074,-987.57,1905.17,1.23,243.25
102/16-30-061-18W5/00,54.33881,116.7209,-1011.94,1929.54,0.91,244.77
102/16-30-061-18W5/00,54.33876,116.72106,-1036.61,1954.21,2.6,243.88
102/16-30-061-18W5/00,54.33872,116.7212,-1061.67,1979.27,2.61,239.45
102/16-30-061-18W5/00,54.33867,116.72133,-1086.02,2003.62,0.26,240.03
102/16-30-061-18W5/00,54.33863,116.72146,-1111.35,2028.95,1.62,242.47
102/16-30-061-18W5/00,54.3386,116.72159,-1136.39,2053.99,1.97,247.44
102/16-30-061-18W5/00,54.33856,116.72173,-1161.84,2079.44,0.75,249.08
102/16-30-061-18W5/00,54.33853,116.72187,-1187.23,2104.83,0.88,248.43
102/16-30-061-18W5/00,54.3385,116.72202,-1211.94,2129.54,1.51,250.02
102/16-30-061-18W5/00,54.33847,116.72217,-1236.98,2154.58,0.97,247.79
102/16-30-061-18W5/00,54.33843,116.72232,-1261.37,2178.97,1.29,246.77
102/16-30-061-18W5/00,54.33838,116.72248,-1286.89,2204.49,1.21,244.37
102/16-30-061-18W5/00,54.33834,116.72264,-1311.34,2228.94,1.38,246.68
102/16-30-061-18W5/00,54.3383,116.72281,-1334.86,2252.46,1.44,248.74
102/16-30-061-18W5/00,54.33826,116.72299,-1359.09,2276.69,2.55,252.05
102/16-30-061-18W5/00,54.33823,116.72318,-1382.98,2300.58,0.89,251.97
102/16-30-061-18W5/00,54.33815,116.72353,-1431.29,2348.89,2.54,246.66
102/16-30-061-18W5/00,54.33811,116.72369,-1455.81,2373.41,1.6,246.88
102/16-30-061-18W5/00,54.33807,116.72384,-1480.53,2398.13,1.17,245.48
102/16-30-061-18W5/00,54.338,116.72408,-1531.57,2449.17,4.22,241.9
102/16-30-061-18W5/00,54.33798,116.72417,-1557.91,2475.51,2.73,242.36
102/16-30-061-18W5/00,54.33795,116.72425,-1583.5,2501.1,0.96,238.75
102/16-30-061-18W5/00,54.33791,116.72433,-1609.52,2527.12,5.78,230.94
102/16-30-061-18W5/00,54.33786,116.72443,-1635.12,2552.72,5.38,221.83
102/16-30-061-18W5/00,54.33778,116.72453,-1660.98,2578.58,4.93,211.07
102/16-30-061-18W5/00,54.33769,116.72461,-1685.6,2603.2,4.35,201.49
102/16-30-061-18W5/00,54.3376,116.72466,-1710.06,2627.66,2.63,195.72
102/16-30-061-18W5/00,54.3375,116.72469,-1734.86,2652.46,3.61,187.82
102/16-30-061-18W5/00,54.3374,116.72471,-1759.57,2677.17,2.63,182.18
102/16-30-061-18W5/00,54.3373,116.72471,-1784.04,2701.64,2.89,175.99
102/16-30-061-18W5/00,54.3372,116.72469,-1808.67,2726.27,1.34,173.77
102/16-30-061-18W5/00,54.33711,116.72467,-1831.16,2748.76,1.33,171.54
102/16-30-061-18W5/00,54.337,116.72464,-1856.97,2774.57,1.03,170.82
102/16-30-061-18W5/00,54.33684,116.7246,-1898.17,2815.77,0.42,171.04
102/16-30-061-18W5/00,54.33673,116.72457,-1922.44,2840.04,4.77,169.06
102/16-30-061-18W5/00,54.3365,116.72444,-1968.92,2886.52,4.3,155.99
102/16-30-061-18W5/00,54.33638,116.72434,-1991.75,2909.35,1.38,154.04
102/16-30-061-18W5/00,54.33626,116.72424,-2014.11,2931.71,4.72,152.18
102/16-30-061-18W5/00,54.33613,116.72411,-2035.46,2953.06,4.95,148.45
102/16-30-061-18W5/00,54.336,116.72396,-2055.62,2973.22,6.13,143.08
102/16-30-061-18W5/00,54.33586,116.72377,-2074.58,2992.18,4.1,140.02
102/16-30-061-18W5/00,54.33573,116.72356,-2092.15,3009.75,6.5,135.85
102/16-30-061-18W5/00,54.33558,116.72332,-2107.89,3025.49,5.34,135.71
102/16-30-061-18W5/00,54.33545,116.72311,-2120.35,3037.95,4.56,136.99
102/16-30-061-18W5/00,54.33528,116.72284,-2134.07,3051.67,3.22,138
102/16-30-061-18W5/00,54.33512,116.72259,-2145.39,3062.99,4.4,138.72
102/16-30-061-18W5/00,54.33495,116.72233,-2155.13,3072.73,3.97,138.91
102/16-30-061-18W5/00,54.33478,116.72207,-2163.33,3080.93,3.39,138.07
102/16-30-061-18W5/00,54.3346,116.7218,-2170.65,3088.25,1.54,137.94
102/16-30-061-18W5/00,54.33442,116.72153,-2176.53,3094.13,5.34,138
102/16-30-061-18W5/00,54.33435,116.72141,-2178.41,3096.01,5.81,137.83
102/16-30-061-18W5/00,54.33425,116.72126,-2180.06,3097.66,5.83,137.62
102/16-30-061-18W5/00,54.33407,116.72097,-2181.59,3099.19,3.77,136.65
102/16-30-061-18W5/00,54.33389,116.7207,-2182.49,3100.09,2.11,138.38
102/16-30-061-18W5/00,54.33372,116.72042,-2183.54,3101.14,1.22,137.29
102/16-30-061-18W5/00,54.33354,116.72014,-2184.52,3102.12,1.66,135.81
102/16-30-061-18W5/00,54.33336,116.71985,-2185.34,3102.94,0.51,135.71
102/16-30-061-18W5/00,54.33319,116.71956,-2186.06,3103.66,0.09,135.77
102/16-30-061-18W5/00,54.33302,116.71926,-2186.58,3104.18,1.18,135.29
102/16-30-061-18W5/00,54.33284,116.71897,-2186.85,3104.45,0.38,135.61
102/16-30-061-18W5/00,54.33267,116.71868,-2186.88,3104.48,0.95,135.42
102/16-30-061-18W5/00,54.3325,116.71839,-2186.63,3104.23,0.77,134.85
102/16-30-061-18W5/00,54.33233,116.7181,-2186.21,3103.81,0.93,135.62
102/16-30-061-18W5/00,54.33215,116.7178,-2185.77,3103.37,0.31,135.59
102/16-30-061-18W5/00,54.33198,116.71751,-2185.56,3103.16,0.75,135.51
102/16-30-061-18W5/00,54.33181,116.71722,-2185.45,3103.05,0.44,135.23
102/16-30-061-18W5/00,54.33163,116.71693,-2185.18,3102.78,0.79,134.61
102/16-30-061-18W5/00,54.33146,116.71663,-2184.67,3102.27,0.92,135.02
102/16-30-061-18W5/00,54.33129,116.71634,-2184.09,3101.69,0.69,135.46
102/16-30-061-18W5/00,54.33112,116.71605,-2183.77,3101.37,0.8,135.19
102/16-30-061-18W5/00,54.33095,116.71575,-2183.64,3101.24,0.2,135.06
102/16-30-061-18W5/00,54.33078,116.71548,-2183.54,3101.14,0.05,135.02
102/16-30-061-18W5/00,54.33061,116.71518,-2183.41,3101.01,0.33,135.29
102/16-30-061-18W5/00,54.33044,116.71489,-2183.22,3100.82,1.25,136.41
102/16-30-061-18W5/00,54.33026,116.71461,-2183.02,3100.62,0.33,136.12
102/16-30-061-18W5/00,54.33009,116.71432,-2182.88,3100.48,0.41,135.79
102/16-30-061-18W5/00,54.32991,116.71403,-2182.77,3100.37,0.33,136.09
102/16-30-061-18W5/00,54.32974,116.71374,-2182.64,3100.24,0.2,136.22
102/16-30-061-18W5/00,54.32956,116.71345,-2182.52,3100.12,0.25,136.07
102/16-30-061-18W5/00,54.32939,116.71316,-2182.47,3100.07,0.69,135.46
102/16-30-061-18W5/00,54.32922,116.71287,-2182.52,3100.12,0.96,134.66
102/16-30-061-18W5/00,54.32905,116.71257,-2182.65,3100.25,0.51,135.12
102/16-30-061-18W5/00,54.32887,116.71228,-2182.78,3100.38,0.33,134.82
102/16-30-061-18W5/00,54.3287,116.71199,-2182.86,3100.46,0.65,135.36
102/16-30-061-18W5/00,54.32836,116.7114,-2182.97,3100.57,0.19,135.04
102/16-30-061-18W5/00,54.32819,116.71112,-2183.04,3100.64,0.07,135.03
102/16-30-061-18W5/00,54.32802,116.71083,-2183.13,3100.73,0.31,135.25
102/16-30-061-18W5/00,54.32785,116.71053,-2183.18,3100.78,0.38,135.2
102/16-30-061-18W5/00,54.32767,116.71024,-2183.1,3100.7,0.33,135
102/16-30-061-18W5/00,54.3275,116.70995,-2182.9,3100.5,0.75,135.62
102/16-30-061-18W5/00,54.32733,116.70966,-2182.66,3100.26,0.5,135.19
102/16-30-061-18W5/00,54.32716,116.70936,-2182.51,3100.11,0.29,135.32
102/16-30-061-18W5/00,54.32698,116.70907,-2182.34,3099.94,1.01,134.45
102/16-30-061-18W5/00,54.32681,116.70877,-2182.14,3099.74,0.76,135.11
102/16-30-061-18W5/00,54.32664,116.70848,-2181.94,3099.54,0.18,135.14
102/16-30-061-18W5/00,54.32647,116.70819,-2181.73,3099.33,0.13,135.19
102/16-30-061-18W5/00,54.3263,116.70789,-2181.57,3099.17,0.13,135.15
102/16-30-061-18W5/00,54.32612,116.7076,-2181.35,3098.95,0.51,135.4
102/16-30-061-18W5/00,54.32595,116.70731,-2181.06,3098.66,0.45,135.79
102/16-30-061-18W5/00,54.32578,116.70703,-2180.73,3098.33,0.51,135.5
102/16-30-061-18W5/00,54.32561,116.70674,-2180.33,3097.93,0.88,134.71
102/16-30-061-18W5/00,54.32544,116.70644,-2179.97,3097.57,0.19,134.88
102/16-30-061-18W5/00,54.32527,116.70615,-2179.58,3097.18,0.07,134.9
102/16-30-061-18W5/00,54.3251,116.70585,-2179.2,3096.8,0.11,134.82
102/16-30-061-18W5/00,54.32493,116.70556,-2178.81,3096.41,0.51,134.37
102/16-30-061-18W5/00,54.32475,116.70526,-2178.44,3096.04,0.25,134.43
102/16-30-061-18W5/00,54.32474,116.70524,-2178.42,3096.02,0.61,134.45
102/16-30-061-18W5/00,54.32458,116.70496,-2178.03,3095.63,0.58,134.78
102/16-30-061-18W5/00,54.32441,116.70467,-2177.55,3095.15,0.28,135.01
102/16-30-061-18W5/00,54.32424,116.70437,-2177.09,3094.69,0.78,134.31
102/16-30-061-18W5/00,54.32407,116.70408,-2176.65,3094.25,0.19,134.29
102/16-30-061-18W5/00,54.3239,116.70378,-2176.25,3093.85,1.22,135.39
102/16-30-061-18W5/00,54.32373,116.70349,-2175.88,3093.48,0.54,134.95
102/16-30-061-18W5/00,54.32356,116.70319,-2175.64,3093.24,0.53,135.29
102/16-30-061-18W5/00,54.32338,116.7029,-2175.52,3093.12,0.24,135.15
102/16-30-061-18W5/00,54.32322,116.70262,-2175.47,3093.07,0.97,134.34
102/16-30-061-18W5/00,54.32305,116.70233,-2175.48,3093.08,0.9,135.13
102/16-30-061-18W5/00,54.32288,116.70203,-2175.53,3093.13,0.37,134.8
102/16-30-061-18W5/00,54.32271,116.70174,-2175.66,3093.26,0.69,135.32
102/16-30-061-18W5/00,54.32254,116.70145,-2175.79,3093.39,0.59,134.91
102/16-30-061-18W5/00,54.32236,116.70115,-2175.77,3093.37,0.63,134.45
102/16-30-061-18W5/00,54.32219,116.70085,-2175.61,3093.21,0.36,134.22
102/16-30-061-18W5/00,54.32202,116.70056,-2175.31,3092.91,0.98,135.01
102/16-30-061-18W5/00,54.32185,116.70026,-2174.94,3092.54,0.13,135.06
102/16-30-061-18W5/00,54.32168,116.69997,-2174.54,3092.14,0.4,134.77
102/16-30-061-18W5/00,54.32151,116.69967,-2174.23,3091.83,0.68,134.7
102/16-30-061-18W5/00,54.32134,116.69938,-2173.96,3091.56,0.57,134.57
102/16-30-061-18W5/00,54.32117,116.69908,-2173.53,3091.13,0.23,134.75
102/16-30-061-18W5/00,54.321,116.69879,-2173.09,3090.69,0.82,135.49
102/16-30-061-18W5/00,54.32082,116.6985,-2172.74,3090.34,0.99,134.72
102/16-30-061-18W5/00,54.32065,116.6982,-2172.63,3090.23,0.65,134.41
102/16-30-061-18W5/00,54.32048,116.69791,-2172.65,3090.25,0.69,135.02
102/16-30-061-18W5/00,54.32031,116.69761,-2172.72,3090.32,0.3,134.76
102/16-30-061-18W5/00,54.32014,116.69732,-2172.77,3090.37,0.15,134.84
102/16-30-061-18W5/00,54.31997,116.69702,-2172.8,3090.4,0.54,135.33
102/16-30-061-18W5/00,54.31979,116.69673,-2172.83,3090.43,0.68,134.72
102/16-30-061-18W5/00,54.31962,116.69643,-2172.92,3090.52,0.48,135.05
102/16-30-061-18W5/00,54.31945,116.69614,-2173,3090.6,0.57,134.66
102/16-30-061-18W5/00,54.31929,116.69586,-2173.02,3090.62,0.09,134.61
102/16-30-061-18W5/00,54.31912,116.69557,-2173.06,3090.66,0.39,134.96
102/16-30-061-18W5/00,54.31895,116.69527,-2173.08,3090.68,0.27,135.18
102/16-30-061-18W5/00,54.31877,116.69498,-2173.07,3090.67,0.6,135.72
102/16-30-061-18W5/00,54.3186,116.69469,-2173.01,3090.61,0.19,135.85
102/16-30-061-18W5/00,54.31843,116.6944,-2172.92,3090.52,0.47,135.43
102/16-30-061-18W5/00,54.31825,116.69411,-2172.88,3090.48,0.91,134.66
102/16-30-061-18W5/00,54.31808,116.69381,-2172.92,3090.52,0.14,134.78
102/16-30-061-18W5/00,54.31791,116.69352,-2172.91,3090.51,0.57,134.35
102/16-30-061-18W5/00,54.31774,116.69322,-2172.91,3090.51,0.66,134.83
102/16-30-061-18W5/00,54.31757,116.69293,-2173,3090.6,0.06,134.83
102/16-30-061-18W5/00,54.3174,116.69263,-2173.03,3090.63,0.69,134.3
102/16-30-061-18W5/00,54.31723,116.69233,-2172.92,3090.52,0.74,134.93
102/16-30-061-18W5/00,54.31706,116.69204,-2172.78,3090.38,0.2,135.1
102/16-30-061-18W5/00,54.31689,116.69175,-2172.6,3090.2,0.83,134.37
102/16-30-061-18W5/00,54.31672,116.69145,-2172.46,3090.06,0.52,134.75
102/16-30-061-18W5/00,54.31655,116.69117,-2172.37,3089.97,0.27,134.98
102/16-30-061-18W5/00,54.31638,116.69087,-2172.22,3089.82,0.34,134.73
102/16-30-061-18W5/00,54.31621,116.69058,-2172,3089.6,0.47,134.34
102/16-30-061-18W5/00,54.31604,116.69028,-2171.72,3089.32,1.02,135.26
102/16-30-061-18W5/00,54.31587,116.68999,-2171.59,3089.19,0.87,134.85
102/16-30-061-18W5/00,54.3157,116.6897,-2171.46,3089.06,1.26,135.75
102/16-30-061-18W5/00,54.31552,116.68941,-2171.33,3088.93,0.77,135.64
102/16-30-061-18W5/00,54.31535,116.68911,-2171.3,3088.9,1.63,134.19
102/16-30-061-18W5/00,54.31518,116.68882,-2171.18,3088.78,0.84,134.93
102/16-30-061-18W5/00,54.31501,116.68853,-2171.05,3088.65,0.79,135.63
102/16-30-061-18W5/00,54.31483,116.68823,-2170.93,3088.53,0.08,135.59
102/16-30-061-18W5/00,54.31466,116.68794,-2170.88,3088.48,0.66,135.1
102/16-30-061-18W5/00,54.31449,116.68765,-2170.92,3088.52,0.7,134.47
102/16-30-061-18W5/00,54.31432,116.68735,-2171.03,3088.63,0.5,134.86
102/16-30-061-18W5/00,54.31414,116.68705,-2170.98,3088.58,0.99,134.92
102/16-30-061-18W5/00,54.31397,116.68676,-2170.69,3088.29,0.62,135.46
102/16-30-061-18W5/00,54.3138,116.68647,-2170.34,3087.94,0.73,134.81
102/16-30-061-18W5/00,54.31363,116.68618,-2170.03,3087.63,0.32,134.62
102/16-30-061-18W5/00,54.31346,116.68588,-2169.83,3087.43,0.37,134.8
102/16-30-061-18W5/00,54.3133,116.6856,-2169.68,3087.28,0.37,134.51
102/16-30-061-18W5/00,54.31313,116.6853,-2169.52,3087.12,0.13,134.46
102/16-30-061-18W5/00,54.31296,116.68501,-2169.33,3086.93,0.34,134.34
102/16-30-061-18W5/00,54.31279,116.68471,-2169.14,3086.74,0.56,134.72
102/16-30-061-18W5/00,54.31262,116.68442,-2168.98,3086.58,0.26,134.7
102/16-30-061-18W5/00,54.31245,116.68412,-2168.78,3086.38,0.3,134.96
102/16-30-061-18W5/00,54.31227,116.68383,-2168.59,3086.19,0.62,134.4
102/16-30-061-18W5/00,54.3121,116.68353,-2168.41,3086.01,0.32,134.17
102/16-30-061-18W5/00,54.31193,116.68323,-2168.36,3085.96,0.53,134.51
102/16-30-061-18W5/00,54.31176,116.68294,-2168.28,3085.88,0.53,134.36
102/16-30-061-18W5/00,54.31159,116.68264,-2168.1,3085.7,0.66,134.95
102/16-30-061-18W5/00,54.31142,116.68234,-2167.89,3085.49,0.81,134.23
102/16-30-061-18W5/00,54.31125,116.68205,-2167.79,3085.39,0.83,134.73
102/16-30-061-18W5/00,54.31109,116.68177,-2167.67,3085.27,1.09,135.43
102/16-30-061-18W5/00,54.31092,116.68147,-2167.47,3085.07,1.13,134.45
102/16-30-061-18W5/00,54.31074,116.68118,-2167.41,3085.01,0.31,134.47
102/16-30-061-18W5/00,54.31057,116.68088,-2167.43,3085.03,0.57,134.97
102/16-30-061-18W5/00,54.3104,116.68058,-2167.43,3085.03,0.67,134.41
102/16-30-061-18W5/00,54.31023,116.68029,-2167.37,3084.97,0.3,134.67
102/16-30-061-18W5/00,54.31006,116.67999,-2167.34,3084.94,0.29,134.54
102/16-30-061-18W5/00,54.30989,116.6797,-2167.4,3085,0.36,134.24
102/16-30-061-18W5/00,54.30972,116.6794,-2167.5,3085.1,0.52,134.7
102/16-30-061-18W5/00,54.30955,116.67911,-2167.55,3085.15,0.6,135.12
102/16-30-061-18W5/00,54.30938,116.67881,-2167.47,3085.07,0.25,135.17
102/16-30-061-18W5/00,54.3092,116.67852,-2167.38,3084.98,0.52,134.73
102/16-30-061-18W5/00,54.30903,116.67822,-2167.33,3084.93,0,134.73
100/01-31-061-18W5/00,54.34049,116.71173,917.6,0,0,0
100/01-31-061-18W5/00,54.34049,116.71173,909,8.6,0,0
100/01-31-061-18W5/00,54.34049,116.71173,854.6,63,0.17,269.52
100/01-31-061-18W5/00,54.34049,116.71174,826.5,91.1,0.92,307.77
100/01-31-061-18W5/00,54.3405,116.71175,798.64,118.96,1.24,304.88
100/01-31-061-18W5/00,54.3405,116.71176,770.8,146.8,1.4,315.21
100/01-31-061-18W5/00,54.34052,116.71178,742.8,174.8,1.16,316.73
100/01-31-061-18W5/00,54.34053,116.71181,714.89,202.71,0.08,317.68
100/01-31-061-18W5/00,54.34054,116.71183,687.1,230.5,1.22,303.66
100/01-31-061-18W5/00,54.34056,116.71186,657.13,260.47,0.44,308.28
100/01-31-061-18W5/00,54.34057,116.71188,638.76,278.84,0.42,305.55
100/01-31-061-18W5/00,54.34057,116.71189,629.43,288.17,0.42,304.21
100/01-31-061-18W5/00,54.34057,116.7119,626.26,291.34,1.62,302.38
100/01-31-061-18W5/00,54.34058,116.71193,600.6,317,1.62,286.26
100/01-31-061-18W5/00,54.34058,116.71196,571.88,345.72,0.57,279.8
100/01-31-061-18W5/00,54.34059,116.712,542.78,374.82,0.61,287.27
100/01-31-061-18W5/00,54.34059,116.71203,514.03,403.57,0.33,283.19
100/01-31-061-18W5/00,54.3406,116.71207,478.41,439.19,0.26,283.92
100/01-31-061-18W5/00,54.3406,116.71208,473.45,444.15,1.62,282.78
100/01-31-061-18W5/00,54.3406,116.71211,449.82,467.78,1.59,278.6
100/01-31-061-18W5/00,54.34061,116.71218,412.18,505.42,0.71,276.37
100/01-31-061-18W5/00,54.34061,116.71224,383.43,534.17,0.98,279.32
100/01-31-061-18W5/00,54.34062,116.7123,354.73,562.87,1.48,273.39
100/01-31-061-18W5/00,54.34062,116.71238,326.34,591.26,2.22,263.26
100/01-31-061-18W5/00,54.34061,116.71246,297.94,619.66,1.54,257.81
100/01-31-061-18W5/00,54.3406,116.71254,271.7,645.9,1.35,257.75
100/01-31-061-18W5/00,54.34058,116.71263,245.08,672.52,0.71,255.44
100/01-31-061-18W5/00,54.34057,116.71273,218.79,698.81,1.48,252.69
100/01-31-061-18W5/00,54.34055,116.71283,192.65,724.95,0.96,255.75
100/01-31-061-18W5/00,54.34054,116.71294,166.57,751.03,2.69,262.59
100/01-31-061-18W5/00,54.34053,116.71306,140.72,776.88,2.61,264.18
100/01-31-061-18W5/00,54.34052,116.7132,114.91,802.69,2.86,259.79
100/01-31-061-18W5/00,54.34049,116.71348,64.64,852.96,0.57,257.4
100/01-31-061-18W5/00,54.34047,116.71362,38.63,878.97,0.86,255.45
100/01-31-061-18W5/00,54.34045,116.71377,13.53,904.07,1.09,254.65
100/01-31-061-18W5/00,54.34042,116.71391,-11.58,929.18,0.8,252.79
100/01-31-061-18W5/00,54.34037,116.71418,-60.15,977.75,0.55,250.25
100/01-31-061-18W5/00,54.34034,116.71432,-86.16,1003.76,0.73,249.28
100/01-31-061-18W5/00,54.34028,116.7146,-136.48,1054.08,1.01,254.2
100/01-31-061-18W5/00,54.34026,116.71474,-161.72,1079.32,0.32,255
100/01-31-061-18W5/00,54.34024,116.71488,-186.98,1104.58,2.09,256.31
100/01-31-061-18W5/00,54.34022,116.71501,-213.14,1130.74,2.53,259.83
100/01-31-061-18W5/00,54.34021,116.71512,-238.68,1156.28,0.82,261.88
100/01-31-061-18W5/00,54.34021,116.71524,-264.66,1182.26,1.06,264.31
100/01-31-061-18W5/00,54.3402,116.71537,-289.9,1207.5,1.35,262.69
100/01-31-061-18W5/00,54.34019,116.71551,-315.78,1233.38,2.42,262.44
100/01-31-061-18W5/00,54.34017,116.71566,-341.2,1258.8,2.36,261.52
100/01-31-061-18W5/00,54.34016,116.71582,-365.76,1283.36,1.11,260.89
100/01-31-061-18W5/00,54.34014,116.71599,-390.6,1308.2,0.36,260.22
100/01-31-061-18W5/00,54.34013,116.71614,-415.06,1332.66,1.54,260.11
100/01-31-061-18W5/00,54.34011,116.71629,-439.81,1357.41,1.41,258.92
100/01-31-061-18W5/00,54.34009,116.71643,-465.31,1382.91,2.14,257.43
100/01-31-061-18W5/00,54.34008,116.71656,-490.97,1408.57,0.96,258.92
100/01-31-061-18W5/00,54.34007,116.71668,-516.46,1434.06,0.95,261.14
100/01-31-061-18W5/00,54.34006,116.7168,-542.69,1460.29,3.45,261.99
100/01-31-061-18W5/00,54.34005,116.7169,-569.1,1486.7,1.81,260.28
100/01-31-061-18W5/00,54.34004,116.717,-595.09,1512.69,1.9,258.06
100/01-31-061-18W5/00,54.34002,116.71711,-621.35,1538.95,1.4,256.89
100/01-31-061-18W5/00,54.34001,116.71722,-647.03,1564.63,1.91,257.99
100/01-31-061-18W5/00,54.33999,116.71735,-672.96,1590.56,0.71,259.6
100/01-31-061-18W5/00,54.33998,116.71747,-698.63,1616.23,2.18,259.86
100/01-31-061-18W5/00,54.33997,116.71757,-725.12,1642.72,2.4,257.21
