UWI,Lat,Long,Elevation,TVD,DogLegSev,Azimuth
102/16-31-061-18W5/00,54.34317,116.70898,-2133.2,3050.8,0.9,138.9
102/16-31-061-18W5/00,54.343,116.70873,-2143.63,3061.23,0.34,138.71
102/16-31-061-18W5/00,54.34283,116.70847,-2154.19,3071.79,1.43,137.46
102/16-31-061-18W5/00,54.34267,116.70822,-2162.84,3080.44,7.87,137.42
102/16-31-061-18W5/00,54.34266,116.70821,-2163.28,3080.88,7.74,137.42
102/16-31-061-18W5/00,54.34253,116.708,-2168.08,3085.68,8.71,138.38
102/16-31-061-18W5/00,54.34249,116.70794,-2169.02,3086.62,8.67,138.63
102/16-31-061-18W5/00,54.34231,116.70767,-2170.53,3088.13,11.56,140.54
102/16-31-061-18W5/00,54.34212,116.7074,-2169.73,3087.33,1.61,139.08
102/16-31-061-18W5/00,54.34193,116.70714,-2169.09,3086.69,2.3,141.07
102/16-31-061-18W5/00,54.34179,116.70694,-2168.74,3086.34,0.73,140.75
102/16-31-061-18W5/00,54.34143,116.70638,-2168.47,3086.07,2.7,135.97
102/16-31-061-18W5/00,54.34121,116.70603,-2168.58,3086.18,1.41,137.54
102/16-31-061-18W5/00,54.34109,116.70584,-2168.64,3086.24,0.52,137.86
102/16-31-061-18W5/00,54.34068,116.70517,-2168.91,3086.51,1.97,133.73
102/16-31-061-18W5/00,54.34055,116.70494,-2168.96,3086.56,0.86,134.26
102/16-31-061-18W5/00,54.34038,116.70464,-2168.96,3086.56,0.68,134.87
102/16-31-061-18W5/00,54.33989,116.70379,-2168.85,3086.45,0.13,134.59
102/16-31-061-18W5/00,54.33971,116.70348,-2168.71,3086.31,0.24,134.66
102/16-31-061-18W5/00,54.3395,116.70311,-2168.44,3086.04,0.31,134.37
102/16-31-061-18W5/00,54.33933,116.70281,-2168.16,3085.76,0.18,134.52
102/16-31-061-18W5/00,54.33916,116.70252,-2167.9,3085.5,0.43,134.89
102/16-31-061-18W5/00,54.33904,116.70231,-2167.76,3085.36,0.46,135.14
102/16-31-061-18W5/00,54.33864,116.70163,-2167.26,3084.86,0.41,134.32
102/16-31-061-18W5/00,54.33847,116.70133,-2167.03,3084.63,0.19,134.45
102/16-31-061-18W5/00,54.3383,116.70104,-2166.84,3084.44,0.82,135.18
102/16-31-061-18W5/00,54.33796,116.70047,-2166.45,3084.05,0.18,134.9
102/16-31-061-18W5/00,54.33762,116.69987,-2165.87,3083.47,0.13,134.94
102/16-31-061-18W5/00,54.33745,116.69958,-2165.59,3083.19,0.46,135.25
102/16-31-061-18W5/00,54.33728,116.69928,-2165.51,3083.11,2.14,133.4
102/16-31-061-18W5/00,54.33711,116.69898,-2165.52,3083.12,1.02,134.31
102/16-31-061-18W5/00,54.33694,116.69869,-2165.51,3083.11,0.58,134.83
102/16-31-061-18W5/00,54.33642,116.6978,-2165.59,3083.19,0.17,135.27
102/16-31-061-18W5/00,54.33609,116.69722,-2165.56,3083.16,1.34,132.92
102/16-31-061-18W5/00,54.33575,116.69662,-2165.53,3083.13,1.32,135.29
102/16-31-061-18W5/00,54.33558,116.69632,-2165.44,3083.04,3.18,132.49
102/16-31-061-18W5/00,54.33525,116.69571,-2164.88,3082.48,0.57,133.5
102/16-31-061-18W5/00,54.33508,116.69541,-2164.58,3082.18,0.29,133.24
102/16-31-061-18W5/00,54.33491,116.69511,-2164.32,3081.92,1.44,134.53
102/16-31-061-18W5/00,54.33474,116.69481,-2164.09,3081.69,0.21,134.68
102/16-31-061-18W5/00,54.33458,116.69453,-2163.83,3081.43,0.45,135.07
102/16-31-061-18W5/00,54.33441,116.69423,-2163.57,3081.17,0.66,134.48
102/16-31-061-18W5/00,54.33424,116.69393,-2163.29,3080.89,1.3,133.3
102/16-31-061-18W5/00,54.33407,116.69364,-2162.99,3080.59,0.81,134.02
102/16-31-061-18W5/00,54.33356,116.69274,-2162.16,3079.76,0.07,133.93
102/16-31-061-18W5/00,54.3334,116.69244,-2161.93,3079.53,0.54,134.41
102/16-31-061-18W5/00,54.33323,116.69215,-2161.76,3079.36,0.6,134.87
102/16-31-061-18W5/00,54.33306,116.69185,-2161.54,3079.14,1.4,133.68
102/16-31-061-18W5/00,54.33289,116.69154,-2161.23,3078.83,0.48,133.25
102/16-31-061-18W5/00,54.3324,116.69066,-2160.33,3077.93,0.13,133.59
102/16-31-061-18W5/00,54.33223,116.69035,-2160.05,3077.65,0.98,134.48
102/16-31-061-18W5/00,54.33206,116.69006,-2159.8,3077.4,0.29,134.23
102/16-31-061-18W5/00,54.33172,116.68947,-2159.57,3077.17,0.67,135.33
102/16-31-061-18W5/00,54.33155,116.68917,-2159.59,3077.19,1.92,133.6
102/16-31-061-18W5/00,54.33138,116.68887,-2159.6,3077.2,0.38,133.3
102/16-31-061-18W5/00,54.33121,116.68857,-2159.64,3077.24,1.47,134.59
102/16-31-061-18W5/00,54.33104,116.68827,-2159.69,3077.29,0.96,133.75
102/16-31-061-18W5/00,54.33087,116.68797,-2159.65,3077.25,0.27,133.93
102/16-31-061-18W5/00,54.33052,116.68738,-2159.34,3076.94,1.43,136.5
102/16-31-061-18W5/00,54.33035,116.6871,-2159.09,3076.69,0.68,135.89
102/16-31-061-18W5/00,54.33017,116.68681,-2158.86,3076.46,1.39,137.14
102/16-31-061-18W5/00,54.32999,116.68653,-2158.7,3076.3,0.56,136.65
102/16-31-061-18W5/00,54.32982,116.68624,-2158.52,3076.12,0.39,136.93
102/16-31-061-18W5/00,54.32964,116.68596,-2158.18,3075.78,1.01,136.14
102/16-31-061-18W5/00,54.32946,116.68566,-2157.75,3075.35,0.44,135.76
102/16-31-061-18W5/00,54.32929,116.68538,-2157.36,3074.96,0.83,136.51
102/16-31-061-18W5/00,54.32912,116.68509,-2157.05,3074.65,1.04,135.66
102/16-31-061-18W5/00,54.32894,116.6848,-2156.93,3074.53,0.88,136.36
102/16-31-061-18W5/00,54.3286,116.68424,-2156.85,3074.45,0.25,135.93
102/16-31-061-18W5/00,54.32825,116.68367,-2156.62,3074.22,0.27,136.34
102/16-31-061-18W5/00,54.32807,116.68338,-2156.37,3073.97,0.31,136.3
102/16-31-061-18W5/00,54.32772,116.6828,-2155.81,3073.41,0.44,135.52
102/16-31-061-18W5/00,54.32737,116.68222,-2155.31,3072.91,0.52,136.45
102/16-31-061-18W5/00,54.3272,116.68194,-2155.04,3072.64,0.74,135.81
102/16-31-061-18W5/00,54.32685,116.68136,-2154.83,3072.43,0.44,135.92
102/16-31-061-18W5/00,54.32668,116.68107,-2154.83,3072.43,0.87,135.21
102/16-31-061-18W5/00,54.32654,116.68084,-2154.82,3072.42,2.48,136.93
102/16-31-061-18W5/00,54.32637,116.68056,-2154.73,3072.33,0.87,136.39
102/16-31-061-18W5/00,54.32584,116.67971,-2154.2,3071.8,0.09,136.53
102/16-31-061-18W5/00,54.32567,116.67943,-2154.05,3071.65,0.23,136.35
102/16-31-061-18W5/00,54.32549,116.67914,-2153.88,3071.48,0.08,136.3
102/16-31-061-18W5/00,54.3252,116.67865,-2153.57,3071.17,0.77,135.14
102/16-31-061-18W5/00,54.32499,116.67829,-2153.31,3070.91,0,135.14
102/01-06-062-18W5/00,54.34052,116.71129,917.6,0,0,0
102/01-06-062-18W5/00,54.34052,116.71129,909,8.6,0,0
102/01-06-062-18W5/00,54.34052,116.71129,881.44,36.16,0.23,230.19
102/01-06-062-18W5/00,54.34052,116.71129,854.19,63.41,0.34,289.96
102/01-06-062-18W5/00,54.34052,116.7113,827.48,90.12,1.44,338.03
102/01-06-062-18W5/00,54.34053,116.7113,800.93,116.67,1.65,342.64
102/01-06-062-18W5/00,54.34055,116.71131,774.35,143.25,1.85,354.69
102/01-06-062-18W5/00,54.34056,116.71131,759.46,158.14,1.35,351
102/01-06-062-18W5/00,54.34057,116.71131,747.22,170.38,1.36,348.57
102/01-06-062-18W5/00,54.3406,116.71132,713.68,203.92,0.22,348.49
102/01-06-062-18W5/00,54.34062,116.71133,686.49,231.11,0.24,349.2
102/01-06-062-18W5/00,54.34064,116.71134,658.79,258.81,0.15,349.61
102/01-06-062-18W5/00,54.34067,116.71134,631.54,286.06,0.52,347.06
102/01-06-062-18W5/00,54.34069,116.71136,603.12,314.48,0.87,338.06
102/01-06-062-18W5/00,54.34071,116.71137,571.97,345.63,0.16,336.72
102/01-06-062-18W5/00,54.34072,116.71138,562.26,355.34,0.33,337.13
102/01-06-062-18W5/00,54.34073,116.71139,543.19,374.41,0.33,337.99
102/01-06-062-18W5/00,54.34075,116.7114,514.43,403.17,0.2,337.13
102/01-06-062-18W5/00,54.34077,116.71142,478.09,439.51,0.37,332.24
102/01-06-062-18W5/00,54.34078,116.71142,472.59,445.01,1.26,333.95
102/01-06-062-18W5/00,54.34081,116.71144,439.26,478.34,1.27,342.06
102/01-06-062-18W5/00,54.34083,116.71145,413.62,503.98,2.33,356.6
102/01-06-062-18W5/00,54.34087,116.71145,383.41,534.19,1.58,8.99
102/01-06-062-18W5/00,54.3409,116.71143,354.64,562.96,1.74,20
102/01-06-062-18W5/00,54.34094,116.71141,326.02,591.58,1.48,29.7
102/01-06-062-18W5/00,54.34097,116.71137,297.71,619.89,2.14,43.29
102/01-06-062-18W5/00,54.34099,116.71132,270.97,646.63,1.91,54.14
102/01-06-062-18W5/00,54.34101,116.71126,244.38,673.22,2.25,61.88
102/01-06-062-18W5/00,54.34103,116.71118,217.77,699.83,1.92,67.68
102/01-06-062-18W5/00,54.34105,116.7111,191.87,725.73,2.34,67.66
102/01-06-062-18W5/00,54.34108,116.711,165.52,752.08,2,67.57
102/01-06-062-18W5/00,54.3411,116.71089,139.78,777.82,2.18,68.11
102/01-06-062-18W5/00,54.34113,116.71077,114.72,802.88,1.27,65.85
102/01-06-062-18W5/00,54.34117,116.71065,89.01,828.59,0.92,63.27
102/01-06-062-18W5/00,54.3412,116.71053,63.81,853.79,0.91,61.09
102/01-06-062-18W5/00,54.34124,116.71042,38.16,879.44,1.31,64.1
102/01-06-062-18W5/00,54.34127,116.71029,12.5,905.1,1.65,67.04
102/01-06-062-18W5/00,54.34131,116.71016,-13.05,930.65,0.72,65.79
102/01-06-062-18W5/00,54.34134,116.71003,-38.45,956.05,0.93,63.84
102/01-06-062-18W5/00,54.34137,116.70991,-63.96,981.56,1.84,68.8
102/01-06-062-18W5/00,54.3414,116.70977,-89.49,1007.09,1.67,69.93
102/01-06-062-18W5/00,54.34143,116.70963,-114.64,1032.24,0.73,69.95
102/01-06-062-18W5/00,54.34146,116.70949,-139.97,1057.57,1.1,68.66
102/01-06-062-18W5/00,54.34149,116.70936,-165.49,1083.09,1.65,67.09
102/01-06-062-18W5/00,54.34152,116.70924,-191.05,1108.65,1.66,67.03
102/01-06-062-18W5/00,54.34155,116.70912,-216.74,1134.34,1.67,71.24
102/01-06-062-18W5/00,54.34157,116.70901,-242.62,1160.22,1.24,74.52
102/01-06-062-18W5/00,54.34159,116.70889,-268.42,1186.02,2.11,68.2
102/01-06-062-18W5/00,54.34162,116.70877,-294.3,1211.9,1.12,68.04
102/01-06-062-18W5/00,54.34165,116.70864,-319.75,1237.35,2.18,69.87
102/01-06-062-18W5/00,54.34168,116.7085,-344.4,1262,2.31,74.32
102/01-06-062-18W5/00,54.3417,116.70836,-369.53,1287.13,0.88,75.72
102/01-06-062-18W5/00,54.34175,116.70807,-420.06,1337.66,1.14,72.96
102/01-06-062-18W5/00,54.34177,116.70793,-445.44,1363.04,1.5,70.65
102/01-06-062-18W5/00,54.3418,116.70781,-470.77,1388.37,1.88,68.75
102/01-06-062-18W5/00,54.34182,116.7077,-496.65,1414.25,0.57,68.59
102/01-06-062-18W5/00,54.34185,116.70758,-522.23,1439.83,2.06,66.75
102/01-06-062-18W5/00,54.34188,116.70746,-548.13,1465.73,2.33,69.23
102/01-06-062-18W5/00,54.3419,116.70735,-574.19,1491.79,1.97,68.99
102/01-06-062-18W5/00,54.34193,116.70725,-599.93,1517.53,0.6,66.93
102/01-06-062-18W5/00,54.34195,116.70715,-625.8,1543.4,1.05,66.88
102/01-06-062-18W5/00,54.34198,116.70704,-651.83,1569.43,3.09,66.04
102/01-06-062-18W5/00,54.34202,116.70691,-677.09,1594.69,2.18,63.04
102/01-06-062-18W5/00,54.34206,116.70679,-702.57,1620.17,1.58,59
102/01-06-062-18W5/00,54.34213,116.70658,-754.39,1671.99,3.85,62.28
102/01-06-062-18W5/00,54.34215,116.70648,-780.62,1698.22,2.75,65.92
102/01-06-062-18W5/00,54.34218,116.70638,-806.17,1723.77,0.67,66.5
102/01-06-062-18W5/00,54.34221,116.70628,-832.03,1749.63,0.71,68.76
102/01-06-062-18W5/00,54.34223,116.70616,-856.77,1774.37,3.04,69.36
102/01-06-062-18W5/00,54.34226,116.70604,-882.67,1800.27,1.06,68.43
102/01-06-062-18W5/00,54.34229,116.7059,-908.18,1825.78,1.61,68.28
102/01-06-062-18W5/00,54.34232,116.70576,-933.21,1850.81,1.2,68.07
102/01-06-062-18W5/00,54.34236,116.70561,-958.31,1875.91,0.5,66.87
102/01-06-062-18W5/00,54.3424,116.70547,-983.36,1900.96,1.06,64.33
102/01-06-062-18W5/00,54.34244,116.70534,-1008.52,1926.12,2.2,63.77
102/01-06-062-18W5/00,54.34247,116.70521,-1034.24,1951.84,1.89,63.75
102/01-06-062-18W5/00,54.3425,116.7051,-1059.81,1977.41,1.57,63.04
102/01-06-062-18W5/00,54.34254,116.70499,-1085.73,2003.33,0.11,62.79
102/01-06-062-18W5/00,54.34257,116.70488,-1111.53,2029.13,0.22,63.4
102/01-06-062-18W5/00,54.3426,116.70478,-1137.77,2055.37,1.5,63.69
102/01-06-062-18W5/00,54.34263,116.70469,-1162.43,2080.03,1.18,63.19
102/01-06-062-18W5/00,54.34265,116.70459,-1188.77,2106.37,1.29,66.61
102/01-06-062-18W5/00,54.34268,116.70449,-1214.84,2132.44,0.3,67.56
102/01-06-062-18W5/00,54.3427,116.70438,-1241.61,2159.21,0.91,65.03
102/01-06-062-18W5/00,54.34273,116.70428,-1267.13,2184.73,0.17,64.57
102/01-06-062-18W5/00,54.34276,116.70418,-1293.24,2210.84,0.58,63.13
102/01-06-062-18W5/00,54.34279,116.70407,-1318.99,2236.59,2.05,64.61
102/01-06-062-18W5/00,54.34282,116.70394,-1344.57,2262.17,4.09,71.81
102/01-06-062-18W5/00,54.34285,116.7038,-1369.94,2287.54,0.81,72.34
102/01-06-062-18W5/00,54.34288,116.70366,-1395.04,2312.64,1.84,70.12
102/01-06-062-18W5/00,54.3429,116.70353,-1420.59,2338.19,1.91,70.4
102/01-06-062-18W5/00,54.34293,116.70341,-1445.94,2363.54,0.5,70.31
102/01-06-062-18W5/00,54.34295,116.7033,-1471.84,2389.44,1.93,70.22
102/01-06-062-18W5/00,54.34297,116.7032,-1497.97,2415.57,3.77,72.18
102/01-06-062-18W5/00,54.34299,116.70312,-1523.61,2441.21,2.27,74.22
102/01-06-062-18W5/00,54.343,116.70305,-1550.37,2467.97,1.67,75.43
102/01-06-062-18W5/00,54.34301,116.70297,-1576.52,2494.12,4.41,75.76
102/01-06-062-18W5/00,54.34302,116.70286,-1602.85,2520.45,5.21,82.22
102/01-06-062-18W5/00,54.34303,116.70273,-1628.57,2546.17,3.98,92.73
102/01-06-062-18W5/00,54.34301,116.7026,-1654.14,2571.74,3.73,103.04
102/01-06-062-18W5/00,54.34299,116.70247,-1679.61,2597.21,3.73,113.35
102/01-06-062-18W5/00,54.34295,116.70235,-1705.35,2622.95,3.27,122.69
102/01-06-062-18W5/00,54.34291,116.70225,-1731.02,2648.62,2.32,129.2
102/01-06-062-18W5/00,54.34286,116.70215,-1755.89,2673.49,1.19,132.31
102/01-06-062-18W5/00,54.3428,116.70205,-1782.04,2699.64,0.75,134.32
102/01-06-062-18W5/00,54.34275,116.70195,-1807.4,2725,0.75,133.96
102/01-06-062-18W5/00,54.3427,116.70185,-1833.15,2750.75,0.61,132.43
102/01-06-062-18W5/00,54.34264,116.70176,-1858.76,2776.36,2.23,131.89
102/01-06-062-18W5/00,54.3426,116.70166,-1884.3,2801.9,3.56,130.19
102/01-06-062-18W5/00,54.34254,116.70155,-1909.49,2827.09,2.44,134.19
102/01-06-062-18W5/00,54.34247,116.70144,-1934.45,2852.05,1.01,135.23
102/01-06-062-18W5/00,54.34235,116.70124,-1979.52,2897.12,0.93,138.31
102/01-06-062-18W5/00,54.34218,116.70098,-2027.43,2945.03,4.74,135.72
102/01-06-062-18W5/00,54.34209,116.70081,-2049.87,2967.47,5.46,135.33
102/01-06-062-18W5/00,54.34198,116.70062,-2070.86,2988.46,5.9,133.87
102/01-06-062-18W5/00,54.34186,116.70041,-2090.18,3007.78,5.18,132.5
102/01-06-062-18W5/00,54.34174,116.70017,-2107.7,3025.3,6.15,130.85
102/01-06-062-18W5/00,54.34161,116.69991,-2123.26,3040.86,6.74,129.49
102/01-06-062-18W5/00,54.34148,116.69965,-2135.51,3053.11,7.12,130.12
102/01-06-062-18W5/00,54.34133,116.69936,-2145.87,3063.47,8.25,131.28
102/01-06-062-18W5/00,54.34118,116.69906,-2153.7,3071.3,3.33,132.04
102/01-06-062-18W5/00,54.34104,116.69881,-2159.39,3076.99,3.81,132.41
102/01-06-062-18W5/00,54.34102,116.69876,-2160.29,3077.89,3.76,132.47
102/01-06-062-18W5/00,54.34096,116.69864,-2162.38,3079.98,6.05,132.3
102/01-06-062-18W5/00,54.34086,116.69845,-2164.78,3082.38,6.03,132.05
102/01-06-062-18W5/00,54.34069,116.69815,-2166.24,3083.84,7.96,131.94
102/01-06-062-18W5/00,54.34053,116.69783,-2166.07,3083.67,1.41,130.68
102/01-06-062-18W5/00,54.34037,116.69752,-2166.03,3083.63,0.43,130.68
102/01-06-062-18W5/00,54.33989,116.69661,-2166.18,3083.78,1.25,134.03
102/01-06-062-18W5/00,54.33971,116.6963,-2166.25,3083.85,1.33,135.28
102/01-06-062-18W5/00,54.33956,116.69604,-2166.23,3083.83,0.62,135.06
102/01-06-062-18W5/00,54.33937,116.69572,-2166.04,3083.64,1.37,136.4
102/01-06-062-18W5/00,54.3392,116.69545,-2165.83,3083.43,1.02,137.26
102/01-06-062-18W5/00,54.33901,116.69514,-2165.61,3083.21,0.57,136.72
102/01-06-062-18W5/00,54.33867,116.6946,-2165.15,3082.75,0.2,136.81
102/01-06-062-18W5/00,54.33849,116.69432,-2164.76,3082.36,0.74,137.38
102/01-06-062-18W5/00,54.33813,116.69375,-2164.09,3081.69,0.41,136.96
102/01-06-062-18W5/00,54.33798,116.6935,-2163.9,3081.5,1.48,135.79
102/01-06-062-18W5/00,54.33744,116.69261,-2163.54,3081.14,0.26,136.19
102/01-06-062-18W5/00,54.33726,116.69232,-2163.58,3081.18,0.73,136.85
102/01-06-062-18W5/00,54.33711,116.69207,-2163.68,3081.28,0.37,136.96
102/01-06-062-18W5/00,54.33673,116.69146,-2163.68,3081.28,0.51,136.36
102/01-06-062-18W5/00,54.33656,116.69117,-2163.5,3081.1,0.06,136.35
102/01-06-062-18W5/00,54.33638,116.69089,-2163.29,3080.89,0.46,136.7
102/01-06-062-18W5/00,54.33622,116.69064,-2163.1,3080.7,0.55,136.32
102/01-06-062-18W5/00,54.33585,116.69003,-2162.93,3080.53,0.32,136.82
102/01-06-062-18W5/00,54.33567,116.68974,-2162.97,3080.57,0.58,136.32
102/01-06-062-18W5/00,54.33549,116.68946,-2163.09,3080.69,0.68,136.91
102/01-06-062-18W5/00,54.33532,116.68917,-2163.22,3080.82,0.61,136.37
102/01-06-062-18W5/00,54.33515,116.6889,-2163.18,3080.78,0.71,136.33
102/01-06-062-18W5/00,54.33462,116.68804,-2162.63,3080.23,0.09,136.08
102/01-06-062-18W5/00,54.33426,116.68747,-2162.34,3079.94,1.48,138.76
102/01-06-062-18W5/00,54.33411,116.68723,-2162.19,3079.79,2.74,136.62
102/01-06-062-18W5/00,54.33374,116.68661,-2161.44,3079.04,0.66,135.42
102/01-06-062-18W5/00,54.33356,116.68632,-2161.03,3078.63,0.33,135.66
102/01-06-062-18W5/00,54.33339,116.68603,-2160.65,3078.25,0.82,136.4
102/01-06-062-18W5/00,54.33322,116.68576,-2160.35,3077.95,0.43,136.54
102/01-06-062-18W5/00,54.33304,116.68547,-2160.13,3077.73,1.01,135.63
102/01-06-062-18W5/00,54.33287,116.68519,-2159.82,3077.42,1.5,136.93
102/01-06-062-18W5/00,54.33269,116.6849,-2159.56,3077.16,1.36,135.84
102/01-06-062-18W5/00,54.33252,116.68461,-2159.43,3077.03,0.36,136.17
102/01-06-062-18W5/00,54.33246,116.68452,-2159.39,3076.99,0.61,136.04
102/01-06-062-18W5/00,54.33234,116.68432,-2159.38,3076.98,0.6,135.75
102/01-06-062-18W5/00,54.33217,116.68403,-2159.39,3076.99,1.75,137.33
102/01-06-062-18W5/00,54.3321,116.68392,-2159.4,3077,1.55,136.79
102/01-06-062-18W5/00,54.33199,116.68375,-2159.43,3077.03,1.56,135.94
102/01-06-062-18W5/00,54.33165,116.68316,-2159.59,3077.19,1.07,134.01
102/01-06-062-18W5/00,54.33133,116.68259,-2159.41,3077.01,0.58,133.33
102/01-06-062-18W5/00,54.33132,116.68257,-2159.4,3077,0.39,133.34
102/01-06-062-18W5/00,54.33097,116.68195,-2158.99,3076.59,0.29,133.79
102/01-06-062-18W5/00,54.33064,116.68135,-2158.57,3076.17,0.18,133.78
102/01-06-062-18W5/00,54.3303,116.68075,-2158.07,3075.67,0.12,133.94
102/01-06-062-18W5/00,54.33013,116.68045,-2157.83,3075.43,0.18,133.82
102/01-06-062-18W5/00,54.32996,116.68015,-2157.58,3075.18,0.24,134.03
102/01-06-062-18W5/00,54.32979,116.67986,-2157.38,3074.98,2.79,136.54
102/01-06-062-18W5/00,54.32945,116.67931,-2157,3074.6,0.17,136.3
102/01-06-062-18W5/00,54.32927,116.67902,-2156.79,3074.39,0.64,135.73
102/01-06-062-18W5/00,54.32901,116.67859,-2156.32,3073.92,0.62,136.36
102/01-06-062-18W5/00,54.3288,116.67825,-2155.79,3073.39,0,136.36
102/08-06-062-18W5/00,54.34052,116.71118,917.6,0,0,0
102/08-06-062-18W5/00,54.34052,116.71118,909,8.6,0,0
102/08-06-062-18W5/00,54.34052,116.71118,853.83,63.77,0.08,170.35
102/08-06-062-18W5/00,54.34052,116.71118,828,89.6,1,28.29
102/08-06-062-18W5/00,54.34053,116.71118,800.39,117.21,1.38,15.02
102/08-06-062-18W5/00,54.34054,116.71117,769.7,147.9,1.36,20.09
102/08-06-062-18W5/00,54.34055,116.71116,742.13,175.47,1.28,14.47
102/08-06-062-18W5/00,54.34056,116.71116,731.6,186,1.51,14.43
102/08-06-062-18W5/00,54.34058,116.71115,713.55,204.05,1.5,14.37
102/08-06-062-18W5/00,54.34063,116.71113,657.95,259.65,0.41,6.89
102/08-06-062-18W5/00,54.34065,116.71113,630.16,287.44,0.2,6.82
102/08-06-062-18W5/00,54.34068,116.71113,601.24,316.36,0.57,3.72
102/08-06-062-18W5/00,54.34069,116.71113,582.71,334.89,0.89,357.72
102/08-06-062-18W5/00,54.3407,116.71113,572.15,345.45,0.89,354.17
102/08-06-062-18W5/00,54.34072,116.71113,543.21,374.39,0.1,353.12
102/08-06-062-18W5/00,54.34074,116.71113,514.46,403.14,0.01,353.05
102/08-06-062-18W5/00,54.34076,116.71114,490.64,426.96,0.5,348.51
102/08-06-062-18W5/00,54.34077,116.71114,480.7,436.9,2.25,357.12
102/08-06-062-18W5/00,54.3408,116.71113,449.35,468.25,2.25,20.8
102/08-06-062-18W5/00,54.34083,116.7111,411.43,506.17,1.98,42.02
102/08-06-062-18W5/00,54.34085,116.71107,382.82,534.78,0.45,38.52
102/08-06-062-18W5/00,54.34087,116.71103,354.04,563.56,0.37,41.55
102/08-06-062-18W5/00,54.3409,116.71099,325.34,592.26,2.62,54.98
102/08-06-062-18W5/00,54.34092,116.71093,296.71,620.89,2.73,63.67
102/08-06-062-18W5/00,54.34094,116.71085,270.07,647.53,2.56,65.65
102/08-06-062-18W5/00,54.34096,116.71076,244,673.6,2.12,69.04
102/08-06-062-18W5/00,54.34099,116.71065,217.71,699.89,2.65,65.78
102/08-06-062-18W5/00,54.34102,116.71053,191.73,725.87,2.2,64.4
102/08-06-062-18W5/00,54.34105,116.71041,166.78,750.82,1.24,63.59
102/08-06-062-18W5/00,54.34109,116.71028,141.51,776.09,1.74,66.15
102/08-06-062-18W5/00,54.34113,116.71013,116.15,801.45,2.03,65.57
102/08-06-062-18W5/00,54.34117,116.70998,91.47,826.13,1.98,64.48
102/08-06-062-18W5/00,54.34121,116.70983,68.42,849.18,2.66,62.61
102/08-06-062-18W5/00,54.34127,116.70965,44.56,873.04,2.38,62.88
102/08-06-062-18W5/00,54.34132,116.70948,20.99,896.61,1.06,61.1
102/08-06-062-18W5/00,54.34138,116.7093,-2.67,920.27,0.73,59.79
102/08-06-062-18W5/00,54.34144,116.70912,-26.38,943.98,1.07,61.6
102/08-06-062-18W5/00,54.34149,116.70894,-49.74,967.34,3.54,67.53
102/08-06-062-18W5/00,54.34161,116.7084,-122.17,1039.77,0.75,71.8
102/08-06-062-18W5/00,54.34168,116.70805,-170.27,1087.87,1.31,70.72
102/08-06-062-18W5/00,54.34171,116.70789,-194.82,1112.42,3.29,73.61
102/08-06-062-18W5/00,54.34173,116.70774,-219.94,1137.54,0.46,74.55
102/08-06-062-18W5/00,54.34176,116.70757,-244.47,1162.07,4.32,75.83
102/08-06-062-18W5/00,54.34178,116.70739,-268.46,1186.06,1.73,76.86
102/08-06-062-18W5/00,54.34181,116.7072,-291.93,1209.53,2.32,73.81
102/08-06-062-18W5/00,54.34185,116.707,-315.21,1232.81,2.48,70.42
102/08-06-062-18W5/00,54.34189,116.7068,-338.43,1256.03,0.11,70.5
102/08-06-062-18W5/00,54.34193,116.7066,-361.61,1279.21,0.43,71.13
102/08-06-062-18W5/00,54.34197,116.70641,-384.99,1302.59,1.38,71.96
102/08-06-062-18W5/00,54.34201,116.70622,-408.77,1326.37,1.31,71.87
102/08-06-062-18W5/00,54.34204,116.70603,-433.13,1350.73,1.24,69.84
102/08-06-062-18W5/00,54.34208,116.70586,-456.88,1374.48,2.65,68.33
102/08-06-062-18W5/00,54.34212,116.70571,-481.06,1398.66,2.44,67.81
102/08-06-062-18W5/00,54.34215,116.70556,-506.1,1423.7,1.64,68.11
102/08-06-062-18W5/00,54.34218,116.70543,-531.46,1449.06,3.09,68.6
102/08-06-062-18W5/00,54.34221,116.70531,-557.3,1474.9,4.11,70.1
102/08-06-062-18W5/00,54.34222,116.70521,-583.49,1501.09,3.51,81.92
102/08-06-062-18W5/00,54.34223,116.7051,-609.69,1527.29,3.02,80.3
102/08-06-062-18W5/00,54.34225,116.70498,-633.59,1551.19,2.94,79.16
102/08-06-062-18W5/00,54.34226,116.70483,-660.02,1577.62,4.04,80.93
102/08-06-062-18W5/00,54.34228,116.70466,-684.9,1602.5,3.73,75.01
102/08-06-062-18W5/00,54.34231,116.70448,-709.64,1627.24,0.44,74.7
102/08-06-062-18W5/00,54.34234,116.70431,-733.37,1650.97,2.28,71.14
102/08-06-062-18W5/00,54.34238,116.70413,-756.84,1674.44,3.92,66.62
102/08-06-062-18W5/00,54.34243,116.70393,-781.27,1698.87,0.6,65.59
102/08-06-062-18W5/00,54.34254,116.70358,-827.55,1745.15,1.52,61.92
102/08-06-062-18W5/00,54.34259,116.70341,-851.1,1768.7,1.2,63.91
102/08-06-062-18W5/00,54.34263,116.70324,-875.08,1792.68,1.15,65.39
102/08-06-062-18W5/00,54.34268,116.70306,-899.5,1817.1,0.5,66.08
102/08-06-062-18W5/00,54.34272,116.70289,-924.17,1841.77,2.88,68.79
102/08-06-062-18W5/00,54.34275,116.70273,-948.03,1865.63,1.72,71.75
