Value,Depth,Log,Well,Type
173.1624179,2972.600966,Deep_RES,100021806218W500,Induction(oohm)
178.7659702,2972.410594,Deep_RES,100021806218W500,Induction(oohm)
181.0578395,2972.294253,Deep_RES,100021806218W500,Induction(oohm)
186.322551,2972.146188,Deep_RES,100021806218W500,Induction(oohm)
191.7403473,2972.019277,Deep_RES,100021806218W500,Induction(oohm)
196.0628701,2971.871209,Deep_RES,100021806218W500,Induction(oohm)
201.1223445,2971.701989,Deep_RES,100021806218W500,Induction(oohm)
202.4074832,2971.627953,Deep_RES,100021806218W500,Induction(oohm)
205.0024485,2971.469305,Deep_RES,100021806218W500,Induction(oohm)
206.9704819,2971.321232,Deep_RES,100021806218W500,Induction(oohm)
208.9574085,2971.141429,Deep_RES,100021806218W500,Induction(oohm)
214.3496312,2971.014516,Deep_RES,100021806218W500,Induction(oohm)
219.1818492,2970.866448,Deep_RES,100021806218W500,Induction(oohm)
223.4103619,2970.707802,Deep_RES,100021806218W500,Induction(oohm)
226.2745947,2970.602039,Deep_RES,100021806218W500,Induction(oohm)
233.596862,2970.432821,Deep_RES,100021806218W500,Induction(oohm)
237.3463781,2970.379942,Deep_RES,100021806218W500,Induction(oohm)
248.9599122,2970.295346,Deep_RES,100021806218W500,Induction(oohm)
257.0162785,2970.274204,Deep_RES,100021806218W500,Induction(oohm)
265.3333497,2970.242485,Deep_RES,100021806218W500,Induction(oohm)
274.7933189,2970.147307,Deep_RES,100021806218W500,Induction(oohm)
280.9881569,2970.052123,Deep_RES,100021806218W500,Induction(oohm)
281.8844615,2969.925202,Deep_RES,100021806218W500,Induction(oohm)
288.2391595,2969.830019,Deep_RES,100021806218W500,Induction(oohm)
299.4680077,2969.755995,Deep_RES,100021806218W500,Induction(oohm)
312.1267605,2969.650242,Deep_RES,100021806218W500,Induction(oohm)
317.1367778,2969.481018,Deep_RES,100021806218W500,Induction(oohm)
313.1223918,2969.311784,Deep_RES,100021806218W500,Induction(oohm)
309.1588209,2969.280048,Deep_RES,100021806218W500,Induction(oohm)
300.4232598,2969.227153,Deep_RES,100021806218W500,Induction(oohm)
286.4090528,2969.068482,Deep_RES,100021806218W500,Induction(oohm)
282.783625,2969.026169,Deep_RES,100021806218W500,Induction(oohm)
280.0947024,2968.888666,Deep_RES,100021806218W500,Induction(oohm)
290.0809603,2968.782911,Deep_RES,100021806218W500,Induction(oohm)
305.2454216,2968.698315,Deep_RES,100021806218W500,Induction(oohm)
330.5424036,2968.592577,Deep_RES,100021806218W500,Induction(oohm)
337.9940281,2968.571432,Deep_RES,100021806218W500,Induction(oohm)
353.4050242,2968.423372,Deep_RES,100021806218W500,Induction(oohm)
367.1725198,2968.233003,Deep_RES,100021806218W500,Induction(oohm)
388.8358917,2968.127256,Deep_RES,100021806218W500,Induction(oohm)
414.4086038,2968.010935,Deep_RES,100021806218W500,Induction(oohm)
440.258815,2967.905189,Deep_RES,100021806218W500,Induction(oohm)
467.7215251,2967.77829,Deep_RES,100021806218W500,Induction(oohm)
498.4823375,2967.693699,Deep_RES,100021806218W500,Induction(oohm)
531.2662076,2967.598531,Deep_RES,100021806218W500,Induction(oohm)
560.8222656,2967.524514,Deep_RES,100021806218W500,Induction(oohm)
593.9110743,2967.43992,Deep_RES,100021806218W500,Induction(oohm)
615.0858739,2967.334165,Deep_RES,100021806218W500,Induction(oohm)
657.6295077,2967.207268,Deep_RES,100021806218W500,Induction(oohm)
676.7517378,2967.133241,Deep_RES,100021806218W500,Induction(oohm)
678.9104609,2967.016896,Deep_RES,100021806218W500,Induction(oohm)
637.0156218,2966.911103,Deep_RES,100021806218W500,Induction(oohm)
595.8055498,2966.83704,Deep_RES,100021806218W500,Induction(oohm)
557.2614565,2966.762976,Deep_RES,100021806218W500,Induction(oohm)
517.9015674,2966.68891,Deep_RES,100021806218W500,Induction(oohm)
469.2134774,2966.604258,Deep_RES,100021806218W500,Induction(oohm)
431.9259877,2966.561919,Deep_RES,100021806218W500,Induction(oohm)
405.2722965,2966.487857,Deep_RES,100021806218W500,Induction(oohm)
391.3204891,2966.403228,Deep_RES,100021806218W500,Induction(oohm)
388.8358917,2966.350342,Deep_RES,100021806218W500,Induction(oohm)
402.6991154,2966.286894,Deep_RES,100021806218W500,Induction(oohm)
419.7215298,2966.202294,Deep_RES,100021806218W500,Induction(oohm)
444.4853209,2966.149432,Deep_RES,100021806218W500,Induction(oohm)
467.7215251,2966.08599,Deep_RES,100021806218W500,Induction(oohm)
485.942415,2965.948505,Deep_RES,100021806218W500,Induction(oohm)
467.7215251,2965.789838,Deep_RES,100021806218W500,Induction(oohm)
467.7215251,2965.599454,Deep_RES,100021806218W500,Induction(oohm)
479.7912508,2965.472541,Deep_RES,100021806218W500,Induction(oohm)
503.267792,2965.377367,Deep_RES,100021806218W500,Induction(oohm)
522.8734474,2965.313921,Deep_RES,100021806218W500,Induction(oohm)
551.962589,2965.208173,Deep_RES,100021806218W500,Induction(oohm)
584.5286722,2965.176464,Deep_RES,100021806218W500,Induction(oohm)
617.0478935,2965.134177,Deep_RES,100021806218W500,Induction(oohm)
674.5998787,2965.081326,Deep_RES,100021806218W500,Induction(oohm)
716.6804464,2965.049619,Deep_RES,100021806218W500,Induction(oohm)
768.6952811,2964.986184,Deep_RES,100021806218W500,Induction(oohm)
811.4602866,2964.965051,Deep_RES,100021806218W500,Induction(oohm)
864.8278918,2964.954498,Deep_RES,100021806218W500,Induction(oohm)
907.1445609,2964.838171,Deep_RES,100021806218W500,Induction(oohm)
945.4902886,2964.668956,Deep_RES,100021806218W500,Induction(oohm)
988.6003612,2964.542051,Deep_RES,100021806218W500,Induction(oohm)
1056.978865,2964.510346,Deep_RES,100021806218W500,Induction(oohm)
1119.341174,2964.489214,Deep_RES,100021806218W500,Induction(oohm)
1243.384555,2964.446946,Deep_RES,100021806218W500,Induction(oohm)
1359.354888,2964.394096,Deep_RES,100021806218W500,Induction(oohm)
1416.815909,2964.33065,Deep_RES,100021806218W500,Induction(oohm)
1421.335311,2964.076806,Deep_RES,100021806218W500,Induction(oohm)
1430.41741,2963.844118,Deep_RES,100021806218W500,Induction(oohm)
1439.557542,2963.685467,Deep_RES,100021806218W500,Induction(oohm)
1448.756078,2963.37874,Deep_RES,100021806218W500,Induction(oohm)
1448.756078,2963.188356,Deep_RES,100021806218W500,Induction(oohm)
1453.377364,2962.913359,Deep_RES,100021806218W500,Induction(oohm)
1448.756078,2962.596052,Deep_RES,100021806218W500,Induction(oohm)
1439.557542,2962.28932,Deep_RES,100021806218W500,Induction(oohm)
1439.557542,2961.940283,Deep_RES,100021806218W500,Induction(oohm)
1439.557542,2961.58067,Deep_RES,100021806218W500,Induction(oohm)
1453.377364,2961.326828,Deep_RES,100021806218W500,Induction(oohm)
1453.377364,2961.104714,Deep_RES,100021806218W500,Induction(oohm)
1453.377364,2960.819138,Deep_RES,100021806218W500,Induction(oohm)
1448.756078,2960.649907,Deep_RES,100021806218W500,Induction(oohm)
1448.756078,2960.26914,Deep_RES,100021806218W500,Induction(oohm)
1444.149486,2960.152793,Deep_RES,100021806218W500,Induction(oohm)
1434.980199,2959.930676,Deep_RES,100021806218W500,Induction(oohm)
1421.335311,2959.676828,Deep_RES,100021806218W500,Induction(oohm)
1137.307973,2959.539244,Deep_RES,100021806218W500,Induction(oohm)
1033.676058,2959.475746,Deep_RES,100021806218W500,Induction(oohm)
957.6119478,2959.443987,Deep_RES,100021806218W500,Induction(oohm)
848.4591985,2959.359326,Deep_RES,100021806218W500,Induction(oohm)
783.5251483,2959.327565,Deep_RES,100021806218W500,Induction(oohm)
718.9665354,2959.295802,Deep_RES,100021806218W500,Induction(oohm)
674.5998787,2959.25347,Deep_RES,100021806218W500,Induction(oohm)
592.0226227,2959.179382,Deep_RES,100021806218W500,Induction(oohm)
543.2428746,2959.126465,Deep_RES,100021806218W500,Induction(oohm)
490.6074857,2959.031235,Deep_RES,100021806218W500,Induction(oohm)
469.2134774,2958.893718,Deep_RES,100021806218W500,Induction(oohm)
436.072498,2958.756191,Deep_RES,100021806218W500,Induction(oohm)
417.0566066,2958.682136,Deep_RES,100021806218W500,Induction(oohm)
398.8699447,2958.576351,Deep_RES,100021806218W500,Induction(oohm)
382.6931965,2958.407105,Deep_RES,100021806218W500,Induction(oohm)
368.3437378,2958.174399,Deep_RES,100021806218W500,Induction(oohm)
346.7160881,2957.994569,Deep_RES,100021806218W500,Induction(oohm)
328.4437023,2957.899357,Deep_RES,100021806218W500,Induction(oohm)
303.3073376,2957.804135,Deep_RES,100021806218W500,Induction(oohm)
273.0485834,2957.698326,Deep_RES,100021806218W500,Induction(oohm)
255.3844141,2957.603109,Deep_RES,100021806218W500,Induction(oohm)
229.9065794,2957.444416,Deep_RES,100021806218W500,Induction(oohm)
207.6306826,2957.338609,Deep_RES,100021806218W500,Induction(oohm)
191.1306729,2957.264539,Deep_RES,100021806218W500,Induction(oohm)
184.5508539,2957.127026,Deep_RES,100021806218W500,Induction(oohm)
185.7301035,2957.074144,Deep_RES,100021806218W500,Induction(oohm)
191.7403473,2956.936657,Deep_RES,100021806218W500,Induction(oohm)
202.4074832,2956.778025,Deep_RES,100021806218W500,Induction(oohm)
217.7902057,2956.693438,Deep_RES,100021806218W500,Induction(oohm)
234.3419963,2956.661735,Deep_RES,100021806218W500,Induction(oohm)
263.648678,2956.619472,Deep_RES,100021806218W500,Induction(oohm)
286.4090528,2956.566619,Deep_RES,100021806218W500,Induction(oohm)
314.1211991,2956.471462,Deep_RES,100021806218W500,Induction(oohm)
355.6632241,2956.344587,Deep_RES,100021806218W500,Induction(oohm)
393.8209626,2956.238857,Deep_RES,100021806218W500,Induction(oohm)
448.7524014,2956.143715,Deep_RES,100021806218W500,Induction(oohm)
509.7199373,2956.059148,Deep_RES,100021806218W500,Induction(oohm)
566.2061864,2955.953419,Deep_RES,100021806218W500,Induction(oohm)
641.0860468,2955.784237,Deep_RES,100021806218W500,Induction(oohm)
728.1840466,2955.625632,Deep_RES,100021806218W500,Induction(oohm)
798.6411171,2955.435283,Deep_RES,100021806218W500,Induction(oohm)
832.4003173,2955.32953,Deep_RES,100021806218W500,Induction(oohm)
873.1302812,2955.170895,Deep_RES,100021806218W500,Induction(oohm)
881.5123741,2954.991092,Deep_RES,100021806218W500,Induction(oohm)
918.7746087,2954.768993,Deep_RES,100021806218W500,Induction(oohm)
910.0381981,2954.684375,Deep_RES,100021806218W500,Induction(oohm)
859.3368705,2954.610315,Deep_RES,100021806218W500,Induction(oohm)
781.0337831,2954.515087,Deep_RES,100021806218W500,Induction(oohm)
786.0244605,2954.345859,Deep_RES,100021806218W500,Induction(oohm)
814.0487072,2954.282411,Deep_RES,100021806218W500,Induction(oohm)
867.476031,2954.193167,Deep_RES,100021806218W500,Induction(oohm)
929.2506955,2954.147501,Deep_RES,100021806218W500,Induction(oohm)
995.4244548,2954.132296,Deep_RES,100021806218W500,Induction(oohm)
1101.09699,2954.101873,Deep_RES,100021806218W500,Induction(oohm)
1131.815768,2954.086653,Deep_RES,100021806218W500,Induction(oohm)
1246.238935,2954.056228,Deep_RES,100021806218W500,Induction(oohm)
1322.797418,2954.010559,Deep_RES,100021806218W500,Induction(oohm)
1384.874055,2953.964884,Deep_RES,100021806218W500,Induction(oohm)
1404.059012,2953.827813,Deep_RES,100021806218W500,Induction(oohm)
1404.059012,2953.736429,Deep_RES,100021806218W500,Induction(oohm)
1359.701269,2953.553648,Deep_RES,100021806218W500,Induction(oohm)
1298.752995,2953.386093,Deep_RES,100021806218W500,Induction(oohm)
1190.376583,2953.355599,Deep_RES,100021806218W500,Induction(oohm)
1101.09699,2953.294646,Deep_RES,100021806218W500,Induction(oohm)
1061.431625,2953.203248,Deep_RES,100021806218W500,Induction(oohm)
1071.211956,2953.050945,Deep_RES,100021806218W500,Induction(oohm)
1158.068398,2952.929129,Deep_RES,100021806218W500,Induction(oohm)
1281.006932,2952.792091,Deep_RES,100021806218W500,Induction(oohm)
1353.479894,2952.670266,Deep_RES,100021806218W500,Induction(oohm)
1410.512877,2952.563667,Deep_RES,100021806218W500,Induction(oohm)
1397.634676,2952.457049,Deep_RES,100021806218W500,Induction(oohm)
1341.122413,2952.426572,Deep_RES,100021806218W500,Induction(oohm)
1240.536713,2952.38085,Deep_RES,100021806218W500,Induction(oohm)
1174.111367,2952.319906,Deep_RES,100021806218W500,Induction(oohm)
1116.350722,2952.258964,Deep_RES,100021806218W500,Induction(oohm)
950.8047993,2952.091366,Deep_RES,100021806218W500,Induction(oohm)
836.2265095,2952.030394,Deep_RES,100021806218W500,Induction(oohm)
766.4463208,2951.969438,Deep_RES,100021806218W500,Induction(oohm)
766.4463208,2951.78667,Deep_RES,100021806218W500,Induction(oohm)
828.591632,2951.664854,Deep_RES,100021806218W500,Induction(oohm)
929.2506955,2951.588744,Deep_RES,100021806218W500,Induction(oohm)
1013.853214,2951.558316,Deep_RES,100021806218W500,Induction(oohm)
1168.739167,2951.527908,Deep_RES,100021806218W500,Induction(oohm)
1310.720072,2951.451798,Deep_RES,100021806218W500,Induction(oohm)
1397.634676,2951.360439,Deep_RES,100021806218W500,Induction(oohm)
1416.996409,2951.086291,Deep_RES,100021806218W500,Induction(oohm)
1423.509742,2950.918755,Deep_RES,100021806218W500,Induction(oohm)
1430.053014,2950.55322,Deep_RES,100021806218W500,Induction(oohm)
1449.863844,2950.339996,Deep_RES,100021806218W500,Induction(oohm)
1443.229927,2950.03538,Deep_RES,100021806218W500,Induction(oohm)
1436.626363,2949.822149,Deep_RES,100021806218W500,Induction(oohm)
1436.626363,2949.532765,Deep_RES,100021806218W500,Induction(oohm)
1410.512877,2949.395682,Deep_RES,100021806218W500,Induction(oohm)
1341.122413,2949.243356,Deep_RES,100021806218W500,Induction(oohm)
1179.50826,2949.212846,Deep_RES,100021806218W500,Induction(oohm)
1066.310577,2949.182346,Deep_RES,100021806218W500,Induction(oohm)
968.4074938,2949.106156,Deep_RES,100021806218W500,Induction(oohm)
899.8933372,2948.984283,Deep_RES,100021806218W500,Induction(oohm)
875.4692004,2948.862427,Deep_RES,100021806218W500,Induction(oohm)
887.5972625,2948.633972,Deep_RES,100021806218W500,Induction(oohm)
955.1752468,2948.512154,Deep_RES,100021806218W500,Induction(oohm)
1013.853214,2948.436023,Deep_RES,100021806218W500,Induction(oohm)
1116.350722,2948.314214,Deep_RES,100021806218W500,Induction(oohm)
1263.50335,2948.238108,Deep_RES,100021806218W500,Induction(oohm)
1353.479894,2948.16198,Deep_RES,100021806218W500,Induction(oohm)
1423.509742,2947.994462,Deep_RES,100021806218W500,Induction(oohm)
1423.509742,2947.689848,Deep_RES,100021806218W500,Induction(oohm)
1416.996409,2947.370002,Deep_RES,100021806218W500,Induction(oohm)
1229.21042,2947.354717,Deep_RES,100021806218W500,Induction(oohm)
1046.928303,2947.400348,Deep_RES,100021806218W500,Induction(oohm)
867.476031,2947.461199,Deep_RES,100021806218W500,Induction(oohm)
722.0873234,2947.369746,Deep_RES,100021806218W500,Induction(oohm)
568.881262,2947.247809,Deep_RES,100021806218W500,Induction(oohm)
467.0665699,2947.095428,Deep_RES,100021806218W500,Induction(oohm)
387.0074514,2947.019203,Deep_RES,100021806218W500,Induction(oohm)
335.7196879,2946.912534,Deep_RES,100021806218W500,Induction(oohm)
293.9122467,2946.760176,Deep_RES,100021806218W500,Induction(oohm)
270.6245486,2946.577377,Deep_RES,100021806218W500,Induction(oohm)
258.49387,2946.242284,Deep_RES,100021806218W500,Induction(oohm)
279.4531747,2945.922469,Deep_RES,100021806218W500,Induction(oohm)
319.2038905,2945.831135,Deep_RES,100021806218W500,Induction(oohm)
379.9728363,2945.724587,Deep_RES,100021806218W500,Induction(oohm)
454.3898477,2945.648501,Deep_RES,100021806218W500,Induction(oohm)
528.6333084,2945.557174,Deep_RES,100021806218W500,Induction(oohm)
629.2727111,2945.481087,Deep_RES,100021806218W500,Induction(oohm)
715.4945544,2945.420213,Deep_RES,100021806218W500,Induction(oohm)
802.4143458,2945.298411,Deep_RES,100021806218W500,Induction(oohm)
891.6771717,2945.161375,Deep_RES,100021806218W500,Induction(oohm)
1066.310577,2944.932982,Deep_RES,100021806218W500,Induction(oohm)
1121.482115,2944.887309,Deep_RES,100021806218W500,Induction(oohm)
1269.31114,2944.75028,Deep_RES,100021806218W500,Induction(oohm)
1292.810492,2944.704595,Deep_RES,100021806218W500,Induction(oohm)
1195.84824,2944.537028,Deep_RES,100021806218W500,Induction(oohm)
1013.853214,2944.476042,Deep_RES,100021806218W500,Induction(oohm)
883.536021,2944.430298,Deep_RES,100021806218W500,Induction(oohm)
795.0881785,2944.369335,Deep_RES,100021806218W500,Induction(oohm)
728.7408402,2944.247456,Deep_RES,100021806218W500,Induction(oohm)
664.8738123,2944.110345,Deep_RES,100021806218W500,Induction(oohm)
579.4132272,2943.957986,Deep_RES,100021806218W500,Induction(oohm)
493.4908592,2943.881772,Deep_RES,100021806218W500,Induction(oohm)
446.1304262,2943.836041,Deep_RES,100021806218W500,Induction(oohm)
392.3687484,2943.653224,Deep_RES,100021806218W500,Induction(oohm)
351.4744431,2943.546568,Deep_RES,100021806218W500,Induction(oohm)
325.1134616,2943.455154,Deep_RES,100021806218W500,Induction(oohm)
296.6204372,2943.318043,Deep_RES,100021806218W500,Induction(oohm)
